"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"PE";"05/2017";"195.903.157,00";"Bolsa Família";
"CE";"10/2019";"196.188.894,00";"Bolsa Família";
"AM";"07/2022";"196.420.835,00";"Auxílio Brasil";
"PE";"04/2017";"196.696.575,00";"Bolsa Família";
"PE";"12/2016";"196.698.714,00";"Bolsa Família";
"PA";"11/2018";"196.756.394,00";"Bolsa Família";
"CE";"01/2019";"196.867.247,00";"Bolsa Família";
"AP";"08/2020";"196.993.200,00";"Auxílio Emergencial";
"PE";"01/2017";"197.044.193,00";"Bolsa Família";
"MA";"09/2021";"197.056.206,57";"BPC";
"CE";"07/2018";"197.258.554,00";"Bolsa Família";
"CE";"09/2018";"197.263.647,00";"Bolsa Família";
"AM";"04/2021";"197.316.776,00";"Auxílio Emergencial";
"PE";"03/2017";"197.644.851,00";"Bolsa Família";
"MG";"02/2021";"197.798.167,00";"Bolsa Família";
"GO";"08/2022";"197.862.353,00";"BPC";
"PR";"07/2022";"197.892.369,00";"Auxílio Brasil";
"PE";"06/2018";"197.902.588,00";"Bolsa Família";
"MA";"07/2021";"197.961.911,04";"BPC";
"MA";"08/2021";"197.963.011,04";"BPC";
"PA";"05/2019";"198.035.110,00";"Bolsa Família";
"ES";"10/2023";"198.049.080,00";"Novo Bolsa Família";
"MA";"06/2021";"198.168.306,96";"BPC";
"PE";"09/2017";"198.182.595,00";"Bolsa Família";
"CE";"02/2019";"198.188.049,00";"Bolsa Família";
"CE";"07/2019";"198.250.970,00";"Bolsa Família";
"CE";"08/2019";"198.303.626,00";"Bolsa Família";
"MA";"05/2021";"198.591.806,43";"BPC";
"PE";"08/2017";"198.695.753,00";"Bolsa Família";
"MA";"06/2017";"198.760.316,00";"Bolsa Família";
"MA";"04/2021";"198.784.306,84";"BPC";
"PE";"02/2017";"198.847.549,00";"Bolsa Família";
"CE";"06/2019";"199.040.328,00";"Bolsa Família";
"PE";"11/2016";"199.117.437,00";"Bolsa Família";
"CE";"08/2018";"199.163.274,00";"Bolsa Família";
"CE";"10/2018";"199.230.152,00";"Bolsa Família";
"MG";"01/2021";"199.432.460,00";"Bolsa Família";
"ES";"09/2023";"199.503.763,00";"Novo Bolsa Família";
"MA";"05/2017";"199.570.757,00";"Bolsa Família";
"MA";"02/2021";"199.593.907,22";"BPC";
"MA";"01/2021";"199.633.507,30";"BPC";
"MA";"03/2020";"199.645.459,00";"Bolsa Família";
"MA";"03/2021";"199.695.107,43";"BPC";
"CE";"10/2021";"199.742.272,00";"Auxílio Emergencial";
"CE";"03/2019";"199.814.573,00";"Bolsa Família";
"RS";"12/2019";"199.858.104,09";"BPC";
"MA";"04/2017";"199.873.189,00";"Bolsa Família";
"RS";"03/2019";"199.893.616,74";"BPC";
"CE";"04/2019";"199.922.783,00";"Bolsa Família";
"RS";"02/2019";"199.973.166,88";"BPC";
"CE";"12/2018";"200.068.570,00";"Bolsa Família";
"PE";"10/2017";"200.106.874,00";"Bolsa Família";
"RS";"11/2019";"200.234.517,00";"BPC";
"RN";"09/2022";"200.258.310,00";"Auxílio Brasil";
"RS";"01/2019";"200.302.510,60";"BPC";
"MA";"06/2018";"200.368.766,00";"Bolsa Família";
"RS";"09/2019";"200.471.895,54";"BPC";
"MG";"08/2020";"200.514.566,00";"Bolsa Família";
"MA";"09/2017";"200.585.223,00";"Bolsa Família";
"PE";"04/2018";"200.613.641,00";"Bolsa Família";
"MG";"07/2020";"200.633.188,00";"Bolsa Família";
"MG";"12/2020";"200.638.273,00";"Bolsa Família";
"RS";"04/2019";"200.652.087,22";"BPC";
"MG";"10/2020";"200.674.057,00";"Bolsa Família";
"MG";"11/2020";"200.680.244,00";"Bolsa Família";
"GO";"09/2022";"200.721.481,39";"BPC";
"MA";"02/2020";"200.732.972,00";"Bolsa Família";
"MA";"04/2018";"200.775.139,00";"Bolsa Família";
"RS";"08/2019";"200.798.568,84";"BPC";
"MG";"09/2020";"200.887.356,00";"Bolsa Família";
"PA";"10/2021";"200.915.800,00";"Auxílio Emergencial";
"RS";"07/2019";"201.007.353,86";"BPC";
"MA";"01/2020";"201.008.543,00";"Bolsa Família";
"RS";"06/2019";"201.018.338,85";"BPC";
"RS";"10/2019";"201.049.731,40";"BPC";
"MA";"02/2021";"201.207.298,00";"Bolsa Família";
"AL";"11/2022";"201.215.016,00";"Auxílio Brasil";
"MA";"11/2019";"201.248.934,00";"Bolsa Família";
"RN";"10/2022";"201.445.306,00";"Auxílio Brasil";
"MA";"08/2017";"201.649.815,00";"Bolsa Família";
"CE";"02/2021";"201.657.408,00";"Bolsa Família";
"RS";"05/2019";"201.714.949,80";"BPC";
"MA";"03/2021";"201.723.290,00";"Bolsa Família";
"CE";"11/2018";"201.736.984,00";"Bolsa Família";
"MA";"12/2019";"201.890.971,00";"Bolsa Família";
"MA";"03/2017";"201.979.364,00";"Bolsa Família";
"PE";"11/2017";"202.042.829,00";"Bolsa Família";
"MA";"04/2021";"202.070.518,00";"Bolsa Família";
"MA";"10/2017";"202.078.280,00";"Bolsa Família";
"CE";"05/2019";"202.105.646,00";"Bolsa Família";
"TO";"11/2020";"202.197.032,00";"Auxílio Emergencial";
"PE";"09/2016";"202.222.132,00";"Bolsa Família";
"MA";"11/2016";"202.323.670,00";"Bolsa Família";
"PE";"08/2016";"202.394.064,00";"Bolsa Família";
"MA";"05/2018";"202.400.411,00";"Bolsa Família";
"MA";"12/2016";"202.413.886,00";"Bolsa Família";
"PE";"07/2016";"202.578.262,00";"Bolsa Família";
"PE";"05/2018";"202.595.020,00";"Bolsa Família";
"MG";"03/2021";"202.638.451,00";"Bolsa Família";
"MA";"01/2017";"202.664.466,00";"Bolsa Família";
"PE";"10/2016";"202.875.544,00";"Bolsa Família";
"MA";"10/2021";"202.886.386,00";"Bolsa Família";
"PE";"02/2018";"202.893.982,00";"Bolsa Família";
"ES";"06/2023";"203.049.837,00";"Novo Bolsa Família";
"MA";"11/2017";"203.077.292,00";"Bolsa Família";
"MA";"06/2021";"203.203.509,00";"Bolsa Família";
"MA";"09/2021";"203.221.226,00";"Bolsa Família";
"MA";"08/2021";"203.245.435,00";"Bolsa Família";
"MA";"07/2021";"203.276.392,00";"Bolsa Família";
"PE";"12/2017";"203.359.369,00";"Bolsa Família";
"PE";"03/2018";"203.475.523,00";"Bolsa Família";
"MA";"05/2021";"203.518.958,00";"Bolsa Família";
"CE";"03/2021";"203.588.028,00";"Bolsa Família";
"GO";"10/2022";"203.740.118,24";"BPC";
"MG";"10/2021";"203.764.318,00";"Bolsa Família";
"PE";"01/2018";"203.883.658,00";"Bolsa Família";
"MA";"01/2021";"203.917.395,00";"Bolsa Família";
"CE";"06/2020";"204.066.600,00";"Bolsa Família";
"MA";"12/2017";"204.102.571,00";"Bolsa Família";
"MA";"02/2017";"204.103.870,00";"Bolsa Família";
"MG";"09/2021";"204.132.719,00";"Bolsa Família";
"MG";"08/2021";"204.187.322,00";"Bolsa Família";
"CE";"04/2020";"204.211.535,00";"Bolsa Família";
"MA";"10/2019";"204.240.778,00";"Bolsa Família";
"CE";"04/2021";"204.247.575,00";"Bolsa Família";
"SP";"03/2016";"204.301.806,00";"Bolsa Família";
"CE";"05/2020";"204.358.765,00";"Bolsa Família";
"MA";"09/2019";"204.422.002,00";"Bolsa Família";
"AL";"08/2022";"204.433.151,00";"Auxílio Brasil";
"MG";"06/2021";"204.478.633,00";"Bolsa Família";
"MA";"02/2018";"204.502.494,00";"Bolsa Família";
"MA";"03/2018";"204.527.629,00";"Bolsa Família";
"MG";"07/2021";"204.561.591,00";"Bolsa Família";
"MA";"08/2016";"204.577.068,00";"Bolsa Família";
"MA";"07/2016";"204.760.068,00";"Bolsa Família";
"MG";"05/2021";"204.829.885,00";"Bolsa Família";
"MG";"04/2021";"204.839.293,00";"Bolsa Família";
"MA";"09/2016";"204.877.723,00";"Bolsa Família";
"AL";"02/2023";"204.969.457,00";"Auxílio Brasil";
"MA";"10/2016";"204.973.747,00";"Bolsa Família";
"MA";"01/2018";"205.019.167,00";"Bolsa Família";
"CE";"10/2021";"205.112.147,00";"Bolsa Família";
"AL";"12/2022";"205.434.590,00";"Auxílio Brasil";
"CE";"01/2021";"205.459.232,00";"Bolsa Família";
"CE";"09/2021";"205.489.817,00";"Bolsa Família";
"GO";"11/2022";"205.524.082,09";"BPC";
"CE";"08/2021";"205.524.955,00";"Bolsa Família";
"CE";"06/2021";"205.563.520,00";"Bolsa Família";
"CE";"07/2021";"205.579.534,00";"Bolsa Família";
"AC";"05/2020";"205.831.800,00";"Auxílio Emergencial";
"MA";"06/2020";"205.881.947,00";"Bolsa Família";
"MA";"12/2020";"205.909.664,00";"Bolsa Família";
"MA";"11/2020";"205.934.658,00";"Bolsa Família";
"CE";"05/2021";"205.947.127,00";"Bolsa Família";
"MA";"10/2020";"205.999.854,00";"Bolsa Família";
"MA";"04/2020";"206.146.675,00";"Bolsa Família";
"MA";"05/2020";"206.216.291,00";"Bolsa Família";
"MA";"09/2020";"206.259.965,00";"Bolsa Família";
"CE";"12/2020";"206.625.311,00";"Bolsa Família";
"MA";"06/2019";"206.635.616,00";"Bolsa Família";
"PA";"07/2018";"206.652.286,03";"Seguro Defeso";
"CE";"11/2020";"206.662.810,00";"Bolsa Família";
"CE";"10/2020";"206.735.232,00";"Bolsa Família";
"MA";"08/2019";"206.745.437,00";"Bolsa Família";
"CE";"08/2020";"206.770.059,00";"Bolsa Família";
"GO";"12/2022";"206.811.898,95";"BPC";
"CE";"07/2020";"206.892.853,00";"Bolsa Família";
"PE";"03/2020";"206.934.876,00";"Bolsa Família";
"CE";"09/2020";"206.952.174,00";"Bolsa Família";
"SP";"05/2016";"207.012.517,00";"Bolsa Família";
"RJ";"12/2021";"207.190.116,00";"Auxílio Brasil";
"MA";"04/2019";"207.233.768,00";"Bolsa Família";
"MA";"07/2019";"207.278.530,00";"Bolsa Família";
"RS";"02/2020";"207.344.149,46";"BPC";
"MA";"08/2020";"207.393.041,00";"Bolsa Família";
"MA";"07/2020";"207.506.197,00";"Bolsa Família";
"SP";"04/2016";"207.507.458,00";"Bolsa Família";
"SP";"02/2016";"207.515.102,00";"Bolsa Família";
"MA";"01/2019";"207.647.756,00";"Bolsa Família";
"RO";"10/2020";"208.007.555,00";"Auxílio Emergencial";
"SP";"06/2016";"208.243.929,00";"Bolsa Família";
"RS";"03/2020";"208.284.535,69";"BPC";
"RS";"01/2020";"208.522.641,52";"BPC";
"MA";"02/2019";"208.590.121,00";"Bolsa Família";
"SP";"01/2016";"208.693.312,00";"Bolsa Família";
"TO";"06/2020";"209.002.800,00";"Auxílio Emergencial";
"RS";"04/2020";"209.076.645,10";"BPC";
"PR";"02/2019";"209.197.735,81";"BPC";
"PR";"08/2019";"209.219.848,84";"BPC";
"PE";"02/2020";"209.253.519,00";"Bolsa Família";
"PR";"07/2019";"209.275.426,70";"BPC";
"PR";"09/2019";"209.325.994,21";"BPC";
"PR";"01/2019";"209.386.725,14";"BPC";
"PR";"03/2019";"209.447.589,33";"BPC";
"PE";"01/2020";"209.482.184,00";"Bolsa Família";
"RS";"10/2020";"209.641.040,87";"BPC";
"MA";"03/2019";"209.645.742,00";"Bolsa Família";
"PR";"06/2019";"209.663.100,63";"BPC";
"RS";"12/2020";"209.691.256,09";"BPC";
"RS";"11/2020";"209.722.661,66";"BPC";
"RS";"08/2020";"209.809.239,39";"BPC";
"PA";"07/2019";"209.878.898,45";"BPC";
"PA";"08/2019";"209.886.799,08";"BPC";
"RS";"07/2020";"209.906.373,38";"BPC";
"RS";"09/2020";"209.934.683,77";"BPC";
"PA";"09/2019";"209.964.741,40";"BPC";
"PR";"10/2019";"210.047.552,54";"BPC";
"PE";"07/2018";"210.103.103,00";"Bolsa Família";
"RS";"05/2020";"210.104.927,46";"BPC";
"PE";"11/2019";"210.126.867,00";"Bolsa Família";
"RS";"06/2020";"210.236.596,07";"BPC";
"PR";"04/2019";"210.305.845,35";"BPC";
"PR";"05/2019";"210.350.741,57";"BPC";
"AL";"09/2022";"210.377.610,00";"Auxílio Brasil";
"PR";"11/2019";"210.400.707,12";"BPC";
"RJ";"11/2021";"210.467.859,00";"Auxílio Brasil";
"PE";"12/2019";"210.476.034,00";"Bolsa Família";
"MA";"05/2019";"210.575.117,00";"Bolsa Família";
"AC";"07/2020";"210.594.600,00";"Auxílio Emergencial";
"MA";"06/2022";"210.635.273,36";"BPC";
"PR";"12/2019";"210.639.337,74";"BPC";
"PA";"06/2019";"210.880.894,08";"BPC";
"PA";"10/2019";"210.924.820,56";"BPC";
"AL";"01/2023";"210.985.070,00";"Auxílio Brasil";
"MA";"12/2018";"211.014.687,00";"Bolsa Família";
"PE";"09/2018";"211.074.176,00";"Bolsa Família";
"PA";"02/2019";"211.328.991,79";"BPC";
"PA";"03/2019";"211.359.929,24";"BPC";
"PE";"01/2019";"211.486.438,00";"Bolsa Família";
"PA";"01/2019";"211.575.497,99";"BPC";
"PA";"04/2019";"211.733.183,30";"BPC";
"PA";"12/2019";"211.812.461,38";"BPC";
"MA";"09/2018";"211.866.721,00";"Bolsa Família";
"PA";"05/2019";"211.885.879,34";"BPC";
"PE";"08/2018";"211.934.036,00";"Bolsa Família";
"PA";"11/2019";"212.027.003,08";"BPC";
"PE";"09/2019";"212.045.626,00";"Bolsa Família";
"AL";"10/2022";"212.344.179,00";"Auxílio Brasil";
"PE";"10/2019";"212.366.815,00";"Bolsa Família";
"MA";"10/2018";"212.470.639,00";"Bolsa Família";
"MA";"07/2022";"212.987.178,07";"BPC";
"MA";"07/2018";"213.092.276,00";"Bolsa Família";
"PE";"10/2018";"213.142.395,00";"Bolsa Família";
"PE";"02/2019";"213.332.106,00";"Bolsa Família";
"AP";"05/2020";"213.417.000,00";"Auxílio Emergencial";
"MA";"11/2018";"213.545.085,00";"Bolsa Família";
"PR";"11/2022";"213.573.944,00";"Auxílio Brasil";
"PE";"07/2019";"213.952.687,00";"Bolsa Família";
"RO";"06/2020";"214.046.400,00";"Auxílio Emergencial";
"PE";"02/2021";"214.076.718,00";"Bolsa Família";
"MA";"04/2022";"214.099.957,31";"BPC";
"MA";"08/2018";"214.105.338,00";"Bolsa Família";
"PE";"08/2019";"214.255.766,00";"Bolsa Família";
"MA";"05/2022";"214.281.336,94";"BPC";
"MA";"02/2022";"214.459.808,89";"BPC";
"PE";"03/2021";"215.033.394,00";"Bolsa Família";
"PE";"03/2019";"215.088.723,00";"Bolsa Família";
"PE";"04/2019";"215.112.750,00";"Bolsa Família";
"MA";"01/2022";"215.113.078,70";"BPC";
"SP";"07/2017";"215.190.565,00";"Bolsa Família";
"PE";"06/2019";"215.281.178,00";"Bolsa Família";
"PE";"12/2018";"215.310.797,00";"Bolsa Família";
"RS";"11/2022";"215.615.977,00";"Auxílio Brasil";
"MA";"08/2022";"215.681.364,00";"BPC";
"PE";"04/2021";"216.024.779,00";"Bolsa Família";
"PE";"11/2018";"216.087.640,00";"Bolsa Família";
"MA";"03/2022";"216.658.377,74";"BPC";
"PE";"06/2020";"216.769.330,00";"Bolsa Família";
"PE";"04/2020";"216.859.476,00";"Bolsa Família";
"PE";"05/2020";"216.905.668,00";"Bolsa Família";
"MA";"09/2022";"217.168.150,63";"BPC";
"PI";"07/2022";"217.218.612,00";"Auxílio Brasil";
"PE";"10/2021";"217.220.604,00";"Bolsa Família";
"RS";"08/2022";"217.375.324,00";"Auxílio Brasil";
"PE";"05/2019";"217.487.996,00";"Bolsa Família";
"PE";"09/2021";"217.531.126,00";"Bolsa Família";
"PE";"08/2021";"217.561.895,00";"Bolsa Família";
"PE";"06/2021";"217.699.284,00";"Bolsa Família";
"PE";"07/2021";"217.727.050,00";"Bolsa Família";
"PE";"01/2021";"217.729.662,00";"Bolsa Família";
"PE";"05/2021";"217.993.448,00";"Bolsa Família";
"MA";"10/2022";"218.883.502,89";"BPC";
"PE";"12/2020";"219.038.964,00";"Bolsa Família";
"PE";"11/2020";"219.084.656,00";"Bolsa Família";
"PE";"08/2020";"219.090.380,00";"Bolsa Família";
"PE";"10/2020";"219.136.290,00";"Bolsa Família";
"PR";"02/2020";"219.182.902,62";"BPC";
"PE";"07/2020";"219.196.819,00";"Bolsa Família";
"PE";"09/2020";"219.307.702,00";"Bolsa Família";
"PR";"08/2022";"219.493.291,00";"Auxílio Brasil";
"MA";"11/2022";"219.792.995,66";"BPC";
"PR";"01/2020";"219.874.690,96";"BPC";
"PR";"03/2020";"220.226.804,35";"BPC";
"MA";"12/2022";"220.552.241,43";"BPC";
"RS";"01/2021";"220.559.232,90";"BPC";
"PR";"04/2020";"220.625.992,10";"BPC";
"PA";"03/2022";"220.810.291,19";"Seguro Defeso";
"RS";"02/2021";"220.836.380,94";"BPC";
"PA";"02/2020";"221.057.080,08";"BPC";
"RS";"04/2021";"221.089.267,38";"BPC";
"PR";"12/2022";"221.098.817,00";"Auxílio Brasil";
"RS";"03/2021";"221.144.379,90";"BPC";
"PA";"01/2020";"221.235.610,99";"BPC";
"PE";"10/2021";"221.247.860,00";"Auxílio Emergencial";
"AP";"07/2020";"221.529.600,00";"Auxílio Emergencial";
"PR";"07/2020";"221.701.146,73";"BPC";
"PR";"08/2020";"221.772.368,51";"BPC";
"PR";"05/2020";"221.776.541,65";"BPC";
"MG";"01/2022";"221.903.057,00";"Auxílio Emergencial";
"PR";"06/2020";"221.944.328,29";"BPC";
"PR";"09/2020";"221.947.930,84";"BPC";
"PR";"10/2020";"221.965.762,17";"BPC";
"RS";"05/2021";"222.024.264,82";"BPC";
"PR";"02/2023";"222.051.539,00";"Auxílio Brasil";
"PR";"11/2020";"222.078.266,66";"BPC";
"PR";"12/2020";"222.229.102,12";"BPC";
"RS";"06/2021";"222.481.814,86";"BPC";
"PA";"03/2020";"222.668.114,44";"BPC";
"RS";"07/2021";"223.445.414,81";"BPC";
"RS";"08/2021";"223.445.414,81";"BPC";
"GO";"01/2023";"223.628.911,96";"BPC";
"RS";"12/2021";"223.789.717,57";"BPC";
"RS";"10/2021";"223.789.717,57";"BPC";
"RS";"11/2021";"223.818.464,72";"BPC";
"PA";"08/2020";"223.966.003,94";"BPC";
"PA";"04/2020";"224.024.522,96";"BPC";
"GO";"02/2023";"224.098.225,55";"BPC";
"PA";"09/2020";"224.312.948,41";"BPC";
"RJ";"01/2022";"224.388.226,00";"Auxílio Emergencial";
"PA";"07/2020";"224.399.679,11";"BPC";
"RS";"12/2022";"224.575.967,00";"Auxílio Brasil";
"RS";"09/2021";"224.646.614,88";"BPC";
"AM";"08/2022";"224.719.803,00";"Auxílio Brasil";
"PA";"05/2020";"224.834.397,96";"BPC";
"PA";"10/2020";"224.956.670,23";"BPC";
"GO";"03/2023";"225.145.537,86";"BPC";
"PA";"06/2020";"225.183.430,90";"BPC";
"PR";"10/2022";"225.445.721,00";"Auxílio Brasil";
"PA";"11/2020";"225.473.743,41";"BPC";
"PA";"12/2020";"226.171.851,82";"BPC";
"RS";"02/2023";"226.242.128,00";"Auxílio Brasil";
"GO";"04/2023";"227.284.600,91";"BPC";
"PA";"12/2021";"227.589.982,00";"Auxílio Brasil";
"RS";"10/2022";"227.700.330,00";"Auxílio Brasil";
"PR";"09/2022";"227.779.344,00";"Auxílio Brasil";
"PA";"02/2022";"228.209.421,00";"Auxílio Brasil";
"RS";"09/2022";"228.371.195,00";"Auxílio Brasil";
"PA";"11/2021";"228.518.497,00";"Auxílio Brasil";
"MA";"03/2021";"229.534.537,57";"Seguro Defeso";
"RS";"10/2021";"230.437.950,00";"Auxílio Emergencial";
"PR";"01/2023";"230.863.878,00";"Auxílio Brasil";
"SP";"06/2017";"231.106.567,00";"Bolsa Família";
"SP";"05/2017";"231.541.302,00";"Bolsa Família";
"MA";"02/2022";"232.021.992,00";"Auxílio Brasil";
"SP";"01/2017";"232.152.671,00";"Bolsa Família";
"SP";"03/2017";"233.091.285,00";"Bolsa Família";
"SP";"04/2017";"233.407.460,00";"Bolsa Família";
"GO";"06/2023";"233.494.173,24";"BPC";
"PR";"01/2021";"233.791.067,73";"BPC";
"RS";"01/2023";"233.957.601,00";"Auxílio Brasil";
"PR";"02/2021";"234.067.168,77";"BPC";
"SP";"09/2017";"234.333.060,00";"Bolsa Família";
"PR";"04/2021";"234.437.868,82";"BPC";
"PR";"03/2021";"234.702.967,70";"BPC";
"PI";"05/2023";"234.846.395,88";"BPC";
"AM";"11/2022";"235.040.708,00";"Auxílio Brasil";
"PR";"05/2021";"235.361.866,66";"BPC";
"PR";"06/2021";"235.521.044,72";"BPC";
"SP";"08/2017";"235.622.247,00";"Bolsa Família";
"SP";"12/2016";"235.764.120,00";"Bolsa Família";
"AM";"09/2022";"235.837.156,00";"Auxílio Brasil";
"SP";"10/2017";"235.873.822,00";"Bolsa Família";
"MA";"12/2021";"235.884.258,00";"Auxílio Brasil";
"PR";"11/2021";"235.946.556,74";"BPC";
"PR";"07/2021";"235.989.647,06";"BPC";
"PR";"08/2021";"235.990.747,06";"BPC";
"PR";"10/2021";"236.137.043,76";"BPC";
"PR";"12/2021";"236.138.143,76";"BPC";
"AM";"02/2023";"236.741.788,00";"Auxílio Brasil";
"GO";"07/2023";"236.788.807,10";"BPC";
"SP";"02/2017";"236.921.815,00";"Bolsa Família";
"SP";"03/2020";"236.964.002,00";"Bolsa Família";
"PA";"05/2019";"236.980.894,66";"Seguro Defeso";
"PR";"09/2021";"237.142.445,18";"BPC";
"SP";"11/2016";"237.550.239,00";"Bolsa Família";
"PI";"11/2022";"237.669.018,00";"Auxílio Brasil";
"MA";"11/2021";"237.684.555,00";"Auxílio Brasil";
"SE";"04/2023";"237.943.283,00";"Novo Bolsa Família";
"PI";"02/2023";"237.974.100,00";"Auxílio Brasil";
"ES";"05/2023";"238.104.050,09";"BPC";
"MA";"01/2023";"238.161.784,88";"BPC";
"PA";"01/2021";"238.610.172,48";"BPC";
"PA";"03/2023";"238.740.426,64";"Seguro Defeso";
"MA";"02/2023";"238.881.232,97";"BPC";
"MG";"12/2021";"239.057.048,00";"Auxílio Brasil";
"PA";"02/2021";"239.062.271,26";"BPC";
"GO";"08/2023";"239.233.339,89";"BPC";
"SE";"11/2023";"239.274.055,00";"Novo Bolsa Família";
"MA";"03/2023";"239.489.904,79";"BPC";
"PA";"03/2021";"239.858.673,01";"BPC";
"PA";"04/2021";"240.091.872,78";"BPC";
"SP";"11/2019";"240.167.737,00";"Bolsa Família";
"SP";"12/2019";"240.361.837,00";"Bolsa Família";
"PI";"12/2022";"240.448.349,00";"Auxílio Brasil";
"SP";"08/2016";"240.449.712,00";"Bolsa Família";
"SP";"09/2016";"240.457.912,00";"Bolsa Família";
"CE";"12/2021";"240.479.569,00";"Auxílio Brasil";
"AM";"12/2022";"240.538.775,00";"Auxílio Brasil";
"SE";"08/2023";"240.644.991,00";"Novo Bolsa Família";
"SE";"05/2023";"240.685.176,00";"Novo Bolsa Família";
"MA";"04/2023";"240.789.161,96";"BPC";
"MA";"05/2022";"240.839.349,00";"Auxílio Brasil";
"AM";"10/2022";"241.044.051,00";"Auxílio Brasil";
"SP";"07/2016";"241.066.495,00";"Bolsa Família";
"MA";"06/2022";"241.086.308,00";"Auxílio Brasil";
"PA";"05/2021";"241.126.973,17";"BPC";
"SE";"07/2023";"241.305.612,00";"Novo Bolsa Família";
"PI";"08/2022";"241.526.201,00";"Auxílio Brasil";
"PA";"06/2021";"241.599.974,71";"BPC";
"SP";"02/2020";"241.708.837,00";"Bolsa Família";
"SP";"04/2018";"241.769.219,00";"Bolsa Família";
"SP";"11/2017";"241.921.729,00";"Bolsa Família";
"SC";"05/2023";"241.923.349,99";"BPC";
"PB";"07/2022";"241.925.156,00";"Auxílio Brasil";
"CE";"11/2021";"242.639.216,00";"Auxílio Brasil";
"PA";"07/2021";"242.696.674,05";"BPC";
"PA";"08/2021";"242.696.674,05";"BPC";
"SP";"01/2020";"243.031.821,00";"Bolsa Família";
"MG";"11/2021";"243.080.934,00";"Auxílio Brasil";
"GO";"09/2023";"243.151.228,31";"BPC";
"SE";"03/2023";"243.288.441,00";"Novo Bolsa Família";
"PA";"05/2022";"243.640.762,00";"Auxílio Brasil";
"SP";"10/2016";"243.845.123,00";"Bolsa Família";
"SP";"06/2018";"243.890.825,00";"Bolsa Família";
"PA";"06/2022";"244.009.302,00";"Auxílio Brasil";
"SE";"10/2023";"244.830.649,00";"Novo Bolsa Família";
"MA";"03/2022";"244.941.555,54";"Seguro Defeso";
"PA";"11/2021";"245.146.152,47";"BPC";
"SP";"12/2017";"245.225.037,00";"Bolsa Família";
"PA";"10/2021";"245.293.775,45";"BPC";
"PA";"12/2021";"245.293.775,45";"BPC";
"MA";"06/2023";"245.613.337,37";"BPC";
"PA";"09/2021";"245.726.075,22";"BPC";
"SP";"05/2018";"245.948.792,00";"Bolsa Família";
"PI";"01/2023";"246.855.148,00";"Auxílio Brasil";
"AM";"01/2023";"247.087.570,00";"Auxílio Brasil";
"MA";"07/2023";"247.326.638,57";"BPC";
"RS";"02/2022";"247.857.000,50";"BPC";
"PR";"10/2021";"248.136.450,00";"Auxílio Emergencial";
"PI";"10/2022";"248.176.954,00";"Auxílio Brasil";
"SE";"09/2023";"248.265.455,00";"Novo Bolsa Família";
"PI";"09/2022";"248.358.165,00";"Auxílio Brasil";
"RS";"06/2022";"248.411.512,75";"BPC";
"RS";"01/2022";"248.412.099,35";"BPC";
"MA";"08/2023";"248.434.031,74";"BPC";
"TO";"09/2020";"248.612.847,00";"Auxílio Emergencial";
"SP";"10/2019";"249.123.527,00";"Bolsa Família";
"SP";"01/2018";"249.212.112,00";"Bolsa Família";
"SP";"09/2019";"249.361.227,00";"Bolsa Família";
"RS";"03/2022";"249.664.998,06";"BPC";
"RS";"04/2022";"249.748.705,56";"BPC";
"MA";"09/2023";"250.066.877,71";"BPC";
"GO";"11/2023";"250.219.386,97";"BPC";
"MT";"05/2023";"250.582.237,65";"BPC";
"SP";"02/2018";"250.724.221,00";"Bolsa Família";
"RO";"12/2020";"250.748.262,00";"Auxílio Emergencial";
"RS";"07/2022";"250.829.837,58";"BPC";
"RS";"05/2022";"251.290.699,88";"BPC";
"SE";"10/2020";"251.447.607,00";"Auxílio Emergencial";
"PA";"01/2022";"251.719.615,00";"Auxílio Brasil";
"GO";"09/2021";"252.313.202,00";"Auxílio Emergencial";
"SP";"03/2018";"252.899.293,00";"Bolsa Família";
"PE";"12/2021";"252.938.249,00";"Auxílio Brasil";
"MA";"01/2022";"253.434.179,00";"Auxílio Brasil";
"SP";"09/2018";"254.203.835,00";"Bolsa Família";
"RS";"08/2022";"254.305.066,00";"BPC";
"MA";"11/2023";"254.506.001,29";"BPC";
"MS";"05/2023";"254.686.477,03";"BPC";
"PE";"11/2021";"254.984.036,00";"Auxílio Brasil";
"SP";"07/2018";"255.594.490,00";"Bolsa Família";
"MA";"03/2023";"256.106.536,73";"Seguro Defeso";
"SP";"01/2019";"256.748.069,00";"Bolsa Família";
"RS";"09/2022";"257.298.952,57";"BPC";
"SP";"08/2019";"257.953.335,00";"Bolsa Família";
"GO";"08/2021";"258.606.005,00";"Auxílio Emergencial";
"SP";"07/2019";"258.969.268,00";"Bolsa Família";
"PB";"11/2022";"259.367.814,00";"Auxílio Brasil";
"MA";"04/2022";"259.903.336,00";"Auxílio Brasil";
"SP";"02/2019";"259.965.189,00";"Bolsa Família";
"RJ";"01/2022";"260.295.775,00";"Auxílio Brasil";
"PB";"02/2023";"260.328.945,00";"Auxílio Brasil";
"SP";"10/2018";"260.421.744,00";"Bolsa Família";
"SP";"08/2018";"260.494.554,00";"Bolsa Família";
"PA";"04/2022";"260.568.318,00";"Auxílio Brasil";
"SE";"06/2023";"261.363.435,00";"Novo Bolsa Família";
"RS";"10/2022";"261.575.176,68";"BPC";
