"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"PR";"02/2022";"261.876.402,71";"BPC";
"PR";"01/2022";"261.978.212,13";"BPC";
"PB";"12/2022";"262.060.664,00";"Auxílio Brasil";
"PR";"03/2022";"263.340.499,05";"BPC";
"RS";"11/2022";"263.546.339,61";"BPC";
"PR";"04/2022";"263.790.286,70";"BPC";
"PR";"06/2022";"263.991.715,46";"BPC";
"SP";"03/2019";"264.074.628,00";"Bolsa Família";
"SP";"06/2019";"264.390.146,00";"Bolsa Família";
"SP";"12/2018";"264.549.569,00";"Bolsa Família";
"MA";"03/2022";"264.947.707,00";"Auxílio Brasil";
"PA";"03/2022";"264.959.558,00";"Auxílio Brasil";
"PR";"05/2022";"265.187.206,57";"BPC";
"SP";"04/2019";"265.293.089,00";"Bolsa Família";
"RS";"12/2022";"265.463.044,90";"BPC";
"DF";"06/2020";"265.755.600,00";"Auxílio Emergencial";
"PR";"07/2022";"265.932.713,93";"BPC";
"GO";"07/2021";"265.937.340,00";"Auxílio Emergencial";
"PA";"05/2023";"266.348.076,40";"Seguro Defeso";
"PB";"08/2022";"266.349.220,00";"Auxílio Brasil";
"CE";"01/2022";"267.606.704,00";"Auxílio Brasil";
"SP";"11/2018";"268.112.286,00";"Bolsa Família";
"PR";"08/2022";"268.803.277,00";"BPC";
"PB";"01/2023";"269.091.139,00";"Auxílio Brasil";
"RN";"05/2023";"269.699.255,50";"BPC";
"PA";"03/2021";"269.896.401,73";"Seguro Defeso";
"CE";"01/2019";"270.339.412,89";"BPC";
"PA";"06/2022";"270.597.918,99";"BPC";
"RJ";"06/2022";"270.647.128,00";"Auxílio Brasil";
"CE";"02/2019";"270.689.797,59";"BPC";
"PA";"01/2022";"271.018.285,14";"BPC";
"PA";"04/2022";"271.052.380,02";"BPC";
"PA";"02/2022";"271.053.436,26";"BPC";
"PR";"09/2022";"271.147.919,35";"BPC";
"CE";"03/2019";"271.207.510,37";"BPC";
"CE";"06/2022";"271.382.410,00";"Auxílio Brasil";
"SP";"05/2019";"271.642.921,00";"Bolsa Família";
"CE";"05/2019";"271.864.664,98";"BPC";
"PA";"05/2022";"272.006.218,84";"BPC";
"CE";"09/2019";"272.014.708,75";"BPC";
"CE";"04/2019";"272.137.067,99";"BPC";
"CE";"06/2019";"272.138.227,48";"BPC";
"CE";"08/2019";"272.147.105,79";"BPC";
"CE";"07/2019";"272.178.206,19";"BPC";
"RO";"11/2020";"272.591.069,00";"Auxílio Emergencial";
"PA";"03/2022";"272.850.831,83";"BPC";
"CE";"10/2019";"273.247.205,00";"BPC";
"RJ";"05/2022";"273.702.280,00";"Auxílio Brasil";
"RJ";"04/2022";"273.958.227,00";"Auxílio Brasil";
"GO";"06/2021";"274.305.052,00";"Auxílio Emergencial";
"CE";"11/2019";"274.324.240,52";"BPC";
"SP";"06/2020";"274.400.201,00";"Bolsa Família";
"PB";"09/2022";"274.428.119,00";"Auxílio Brasil";
"SP";"05/2020";"274.682.781,00";"Bolsa Família";
"CE";"12/2019";"274.852.849,25";"BPC";
"SP";"04/2020";"275.089.520,00";"Bolsa Família";
"PR";"10/2022";"275.220.345,26";"BPC";
"CE";"05/2022";"275.292.056,00";"Auxílio Brasil";
"PA";"07/2022";"275.576.564,08";"BPC";
"SP";"02/2021";"276.052.794,00";"Bolsa Família";
"PA";"04/2023";"276.126.537,49";"Seguro Defeso";
"CE";"04/2022";"276.236.363,00";"Auxílio Brasil";
"PB";"10/2022";"276.506.092,00";"Auxílio Brasil";
"PR";"11/2022";"276.885.403,76";"BPC";
"RJ";"02/2022";"277.452.339,00";"Auxílio Brasil";
"PR";"12/2022";"278.546.982,94";"BPC";
"CE";"02/2022";"280.885.447,00";"Auxílio Brasil";
"GO";"05/2021";"281.261.575,00";"Auxílio Emergencial";
"RJ";"03/2022";"281.264.058,00";"Auxílio Brasil";
"SP";"01/2021";"281.299.222,00";"Bolsa Família";
"SP";"08/2020";"281.477.579,00";"Bolsa Família";
"SP";"07/2020";"281.653.466,00";"Bolsa Família";
"PE";"01/2022";"281.795.998,00";"Auxílio Brasil";
"CE";"03/2022";"282.486.676,00";"Auxílio Brasil";
"SP";"12/2020";"282.735.803,00";"Bolsa Família";
"SP";"10/2020";"282.772.664,00";"Bolsa Família";
"SP";"11/2020";"282.788.964,00";"Bolsa Família";
"SP";"09/2020";"283.174.835,00";"Bolsa Família";
"PA";"08/2022";"283.290.076,00";"BPC";
"MG";"01/2022";"284.057.699,00";"Auxílio Brasil";
"PE";"06/2022";"284.241.835,00";"Auxílio Brasil";
"GO";"04/2021";"286.591.660,00";"Auxílio Emergencial";
"CE";"01/2020";"287.199.008,04";"BPC";
"RS";"01/2023";"287.230.605,55";"BPC";
"CE";"02/2020";"287.541.810,64";"BPC";
"MS";"10/2020";"287.619.121,00";"Auxílio Emergencial";
"MG";"06/2022";"288.203.595,00";"Auxílio Brasil";
"PE";"05/2022";"288.491.193,00";"Auxílio Brasil";
"RS";"02/2023";"288.580.748,21";"BPC";
"SP";"03/2021";"288.800.469,00";"Bolsa Família";
"MG";"04/2022";"288.858.704,00";"Auxílio Brasil";
"PA";"09/2022";"289.091.742,79";"BPC";
"PE";"04/2022";"289.544.187,00";"Auxílio Brasil";
"CE";"03/2020";"289.572.209,98";"BPC";
"CE";"04/2020";"290.517.136,47";"BPC";
"MG";"05/2022";"290.962.927,00";"Auxílio Brasil";
"RS";"03/2023";"291.146.175,64";"BPC";
"CE";"08/2020";"291.254.595,56";"BPC";
"CE";"07/2020";"291.284.899,42";"BPC";
"SP";"10/2021";"291.452.842,00";"Bolsa Família";
"CE";"09/2020";"291.469.871,54";"BPC";
"CE";"06/2020";"291.504.350,06";"BPC";
"CE";"05/2020";"291.516.889,31";"BPC";
"SP";"09/2021";"292.074.874,00";"Bolsa Família";
"SP";"08/2021";"292.113.808,00";"Bolsa Família";
"CE";"10/2020";"292.188.832,18";"BPC";
"CE";"11/2020";"292.610.742,05";"BPC";
"SP";"06/2021";"292.713.187,00";"Bolsa Família";
"CE";"12/2020";"292.856.497,53";"BPC";
"SP";"07/2021";"292.876.470,00";"Bolsa Família";
"SP";"04/2021";"293.296.425,00";"Bolsa Família";
"SP";"05/2021";"293.297.671,00";"Bolsa Família";
"DF";"10/2020";"293.307.870,00";"Auxílio Emergencial";
"TO";"04/2020";"293.695.800,00";"Auxílio Emergencial";
"RS";"04/2023";"293.988.313,95";"BPC";
"PA";"10/2022";"294.130.768,62";"BPC";
"PA";"11/2022";"295.881.118,60";"BPC";
"BA";"03/2016";"296.525.154,00";"Bolsa Família";
"PE";"03/2022";"296.530.841,00";"Auxílio Brasil";
"PE";"02/2022";"296.585.648,00";"Auxílio Brasil";
"SE";"12/2020";"296.979.713,00";"Auxílio Emergencial";
"BA";"02/2016";"297.263.407,00";"Bolsa Família";
"RO";"04/2020";"297.448.200,00";"Auxílio Emergencial";
"BA";"06/2016";"297.585.672,00";"Bolsa Família";
"BA";"05/2016";"297.670.519,00";"Bolsa Família";
"BA";"04/2016";"297.897.496,00";"Bolsa Família";
"BA";"01/2016";"297.931.381,00";"Bolsa Família";
"PA";"12/2022";"297.958.456,10";"BPC";
"MG";"03/2022";"298.178.938,00";"Auxílio Brasil";
"MG";"02/2022";"300.011.110,00";"Auxílio Brasil";
"TO";"08/2020";"300.171.600,00";"Auxílio Emergencial";
"PR";"01/2023";"301.078.283,62";"BPC";
"RS";"09/2021";"302.184.117,00";"Auxílio Emergencial";
"PR";"02/2023";"302.582.767,61";"BPC";
"RS";"06/2023";"303.162.932,94";"BPC";
"PR";"03/2023";"304.766.513,70";"BPC";
"MS";"06/2020";"305.432.400,00";"Auxílio Emergencial";
"MA";"04/2023";"306.495.945,63";"Seguro Defeso";
"RN";"04/2023";"306.815.166,00";"Novo Bolsa Família";
"PR";"04/2023";"307.443.323,47";"BPC";
"RS";"07/2023";"307.499.192,06";"BPC";
"RN";"05/2023";"308.240.528,00";"Novo Bolsa Família";
"CE";"01/2021";"308.632.886,01";"BPC";
"PE";"08/2019";"308.783.758,21";"BPC";
"PE";"07/2019";"308.828.476,70";"BPC";
"PE";"09/2019";"308.943.180,24";"BPC";
"BA";"07/2017";"309.280.321,00";"Bolsa Família";
"CE";"02/2021";"309.550.282,98";"BPC";
"PE";"10/2019";"309.557.950,25";"BPC";
"RS";"08/2021";"309.636.550,00";"Auxílio Emergencial";
"CE";"04/2021";"309.661.382,85";"BPC";
"PE";"06/2019";"309.902.327,92";"BPC";
"CE";"03/2021";"310.068.380,31";"BPC";
"RS";"08/2023";"310.081.155,25";"BPC";
"RS";"09/2023";"310.209.172,26";"BPC";
"CE";"05/2021";"310.230.088,65";"BPC";
"PE";"11/2019";"310.262.152,68";"BPC";
"CE";"06/2021";"310.424.787,84";"BPC";
"PE";"12/2019";"310.723.611,98";"BPC";
"RN";"11/2023";"310.780.292,00";"Novo Bolsa Família";
"RN";"03/2023";"310.846.225,00";"Novo Bolsa Família";
"PE";"05/2019";"311.011.106,73";"BPC";
"PE";"03/2019";"311.094.812,24";"BPC";
"CE";"08/2021";"311.206.727,79";"BPC";
"CE";"07/2021";"311.206.727,79";"BPC";
"PE";"04/2019";"311.459.067,00";"BPC";
"PE";"02/2019";"311.787.422,79";"BPC";
"MA";"09/2021";"312.223.824,00";"Auxílio Emergencial";
"PE";"01/2019";"312.300.401,47";"BPC";
"GO";"04/2023";"313.610.029,00";"Novo Bolsa Família";
"RN";"07/2023";"313.633.541,00";"Novo Bolsa Família";
"CE";"09/2021";"313.720.139,59";"BPC";
"CE";"10/2021";"313.928.040,25";"BPC";
"CE";"12/2021";"313.928.040,25";"BPC";
"CE";"11/2021";"315.667.178,89";"BPC";
"SE";"11/2020";"316.458.090,00";"Auxílio Emergencial";
"PR";"06/2023";"316.515.250,67";"BPC";
"AL";"05/2023";"316.714.748,07";"BPC";
"GO";"03/2023";"317.034.213,00";"Novo Bolsa Família";
"GO";"05/2023";"317.307.946,00";"Novo Bolsa Família";
"RN";"08/2023";"317.387.702,00";"Novo Bolsa Família";
"RN";"10/2023";"317.882.403,00";"Novo Bolsa Família";
"RS";"11/2023";"318.023.147,61";"BPC";
"BA";"06/2017";"318.545.401,00";"Bolsa Família";
"MA";"08/2021";"318.704.129,00";"Auxílio Emergencial";
"GO";"07/2023";"318.981.112,00";"Novo Bolsa Família";
"BA";"05/2017";"319.332.587,00";"Bolsa Família";
"PR";"07/2023";"320.253.428,14";"BPC";
"BA";"04/2017";"320.378.121,00";"Bolsa Família";
"PR";"09/2021";"320.499.238,00";"Auxílio Emergencial";
"RS";"07/2021";"320.631.894,00";"Auxílio Emergencial";
"RN";"09/2023";"320.962.163,00";"Novo Bolsa Família";
"BA";"01/2017";"322.119.965,00";"Bolsa Família";
"BA";"09/2017";"322.233.939,00";"Bolsa Família";
"BA";"03/2017";"322.404.531,00";"Bolsa Família";
"PR";"08/2023";"322.846.903,53";"BPC";
"BA";"06/2018";"322.956.153,00";"Bolsa Família";
"PA";"01/2023";"322.985.259,44";"BPC";
"MA";"07/2021";"323.365.140,00";"Auxílio Emergencial";
"PR";"09/2023";"323.421.046,99";"BPC";
"BA";"08/2017";"323.699.271,00";"Bolsa Família";
"PA";"02/2023";"323.723.437,65";"BPC";
"PE";"02/2020";"323.746.419,27";"BPC";
"BA";"02/2017";"323.958.645,00";"Bolsa Família";
"BA";"04/2018";"324.051.402,00";"Bolsa Família";
"BA";"12/2016";"324.058.076,00";"Bolsa Família";
"GO";"08/2023";"324.283.638,00";"Novo Bolsa Família";
"PE";"01/2020";"324.327.234,67";"BPC";
"BA";"10/2017";"325.025.931,00";"Bolsa Família";
"PA";"03/2023";"325.451.999,46";"BPC";
"PE";"03/2020";"325.536.392,12";"BPC";
"GO";"11/2023";"325.691.654,00";"Novo Bolsa Família";
"PE";"09/2020";"326.330.959,10";"BPC";
"PE";"08/2020";"326.375.895,15";"BPC";
"PE";"10/2020";"326.529.068,25";"BPC";
"PE";"04/2020";"326.647.225,45";"BPC";
"PE";"07/2020";"326.703.081,79";"BPC";
"PE";"11/2020";"326.703.769,41";"BPC";
"RO";"09/2020";"326.743.610,00";"Auxílio Emergencial";
"PE";"12/2020";"326.773.599,86";"BPC";
"BA";"11/2017";"327.196.497,00";"Bolsa Família";
"PE";"05/2020";"327.249.167,13";"BPC";
"PE";"06/2020";"327.316.187,78";"BPC";
"BA";"11/2016";"327.726.656,00";"Bolsa Família";
"BA";"05/2018";"328.027.030,00";"Bolsa Família";
"BA";"03/2020";"328.683.228,00";"Bolsa Família";
"MA";"06/2021";"328.735.650,00";"Auxílio Emergencial";
"PR";"08/2021";"329.012.414,00";"Auxílio Emergencial";
"RN";"06/2023";"329.066.821,00";"Novo Bolsa Família";
"PA";"04/2023";"329.247.142,99";"BPC";
"BA";"12/2017";"329.339.879,00";"Bolsa Família";
"AM";"05/2023";"330.062.832,93";"BPC";
"PR";"11/2023";"330.390.484,86";"BPC";
"RJ";"09/2019";"330.653.741,05";"BPC";
"BA";"02/2018";"330.715.379,00";"Bolsa Família";
"BA";"01/2018";"330.840.098,00";"Bolsa Família";
"RJ";"08/2019";"331.036.290,55";"BPC";
"BA";"03/2018";"331.222.660,00";"Bolsa Família";
"BA";"02/2020";"331.286.118,00";"Bolsa Família";
"BA";"01/2020";"331.509.144,00";"Bolsa Família";
"BA";"10/2021";"331.821.016,00";"Auxílio Emergencial";
"RJ";"10/2019";"331.955.139,31";"BPC";
"BA";"11/2019";"332.058.293,00";"Bolsa Família";
"RO";"08/2020";"332.123.400,00";"Auxílio Emergencial";
"RJ";"07/2019";"332.261.544,45";"BPC";
"BA";"12/2019";"332.690.778,00";"Bolsa Família";
"RS";"06/2021";"332.978.323,00";"Auxílio Emergencial";
"BA";"09/2016";"333.604.972,00";"Bolsa Família";
"GO";"09/2023";"333.779.292,00";"Novo Bolsa Família";
"BA";"10/2016";"334.103.675,00";"Bolsa Família";
"GO";"10/2023";"334.177.357,00";"Novo Bolsa Família";
"RJ";"06/2019";"334.457.144,47";"BPC";
"GO";"06/2023";"334.727.787,00";"Novo Bolsa Família";
"RJ";"11/2019";"334.846.223,32";"BPC";
"RJ";"12/2019";"334.922.190,14";"BPC";
"TO";"05/2020";"335.002.200,00";"Auxílio Emergencial";
"BA";"08/2016";"335.502.881,00";"Bolsa Família";
"MA";"05/2021";"335.605.547,00";"Auxílio Emergencial";
"BA";"07/2016";"335.668.581,00";"Bolsa Família";
"AL";"04/2023";"335.714.699,00";"Novo Bolsa Família";
"RJ";"03/2019";"335.768.520,92";"BPC";
"RJ";"05/2019";"335.826.400,96";"BPC";
"BA";"09/2019";"335.873.593,00";"Bolsa Família";
"RJ";"04/2019";"336.214.625,74";"BPC";
"RJ";"02/2019";"336.238.579,50";"BPC";
"BA";"10/2019";"336.363.640,00";"Bolsa Família";
"RJ";"01/2019";"337.554.969,76";"BPC";
"PA";"06/2023";"338.354.906,81";"BPC";
"BA";"01/2019";"338.579.562,00";"Bolsa Família";
"TO";"07/2020";"338.704.800,00";"Auxílio Emergencial";
"SP";"12/2021";"339.241.964,00";"Auxílio Brasil";
"BA";"07/2019";"339.423.390,00";"Bolsa Família";
"AL";"03/2023";"339.714.789,00";"Novo Bolsa Família";
"PR";"07/2021";"339.844.546,00";"Auxílio Emergencial";
"MA";"04/2021";"339.971.586,00";"Auxílio Emergencial";
"BA";"02/2021";"340.076.108,00";"Bolsa Família";
"BA";"08/2019";"340.304.795,00";"Bolsa Família";
"AL";"05/2023";"341.295.616,00";"Novo Bolsa Família";
"BA";"09/2018";"341.369.488,00";"Bolsa Família";
"BA";"06/2019";"341.420.482,00";"Bolsa Família";
"BA";"02/2019";"341.627.818,00";"Bolsa Família";
"BA";"07/2018";"342.017.320,00";"Bolsa Família";
"RS";"05/2021";"342.112.279,00";"Auxílio Emergencial";
"PE";"08/2021";"342.299.221,02";"BPC";
"PE";"07/2021";"342.299.221,02";"BPC";
"BA";"04/2019";"342.855.374,00";"Bolsa Família";
"BA";"03/2021";"343.053.518,00";"Bolsa Família";
"PE";"04/2021";"343.091.222,47";"BPC";
"PE";"06/2021";"343.096.721,53";"BPC";
"PE";"05/2021";"343.333.222,63";"BPC";
"PE";"03/2021";"343.574.123,12";"BPC";
"PE";"01/2021";"343.582.671,56";"BPC";
"PA";"07/2023";"343.595.136,65";"BPC";
"PE";"02/2021";"343.647.572,40";"BPC";
"PE";"09/2021";"343.860.119,59";"BPC";
"PE";"10/2021";"344.110.917,46";"BPC";
"PE";"12/2021";"344.110.917,46";"BPC";
"BA";"10/2018";"344.170.302,00";"Bolsa Família";
"BA";"04/2021";"344.193.940,00";"Bolsa Família";
"BA";"03/2019";"344.434.856,00";"Bolsa Família";
"BA";"06/2020";"344.618.997,00";"Bolsa Família";
"BA";"04/2020";"344.704.296,00";"Bolsa Família";
"MS";"12/2020";"344.750.179,00";"Auxílio Emergencial";
"BA";"05/2020";"344.888.198,00";"Bolsa Família";
"BA";"08/2018";"345.017.904,00";"Bolsa Família";
"BA";"12/2018";"345.273.843,00";"Bolsa Família";
"BA";"01/2021";"345.389.404,00";"Bolsa Família";
"PE";"11/2021";"345.468.387,42";"BPC";
"BA";"10/2021";"345.558.043,00";"Bolsa Família";
"AL";"11/2023";"345.603.120,00";"Novo Bolsa Família";
"DF";"12/2020";"345.916.469,00";"Auxílio Emergencial";
"BA";"09/2021";"346.035.656,00";"Bolsa Família";
"BA";"08/2021";"346.091.007,00";"Bolsa Família";
"BA";"06/2021";"346.233.238,00";"Bolsa Família";
"BA";"07/2021";"346.297.809,00";"Bolsa Família";
"BA";"05/2021";"346.701.842,00";"Bolsa Família";
"PA";"08/2023";"347.190.622,46";"BPC";
"BA";"05/2019";"347.421.758,00";"Bolsa Família";
"BA";"12/2020";"347.601.624,00";"Bolsa Família";
"BA";"11/2020";"347.670.519,00";"Bolsa Família";
"SP";"11/2021";"347.732.676,00";"Auxílio Brasil";
"BA";"10/2020";"347.747.736,00";"Bolsa Família";
"BA";"08/2020";"347.957.588,00";"Bolsa Família";
"BA";"11/2018";"348.061.146,00";"Bolsa Família";
"BA";"09/2020";"348.063.986,00";"Bolsa Família";
"BA";"07/2020";"348.136.766,00";"Bolsa Família";
"RJ";"02/2020";"348.795.159,90";"BPC";
"DF";"04/2020";"349.659.000,00";"Auxílio Emergencial";
"RS";"04/2021";"349.816.655,00";"Auxílio Emergencial";
"CE";"01/2022";"349.846.570,11";"BPC";
"CE";"02/2022";"350.190.771,72";"BPC";
"RJ";"01/2020";"350.375.098,56";"BPC";
"AL";"10/2023";"351.411.616,00";"Novo Bolsa Família";
"CE";"06/2022";"351.482.775,98";"BPC";
"CE";"03/2022";"351.749.402,46";"BPC";
"CE";"04/2022";"351.783.583,52";"BPC";
"PA";"09/2023";"352.063.845,72";"BPC";
"PI";"10/2020";"352.147.976,00";"Auxílio Emergencial";
"AL";"10/2020";"352.307.950,00";"Auxílio Emergencial";
"CE";"05/2022";"352.712.096,58";"BPC";
"RJ";"03/2020";"352.774.480,65";"BPC";
"PR";"06/2021";"352.794.682,00";"Auxílio Emergencial";
"AL";"07/2023";"354.095.269,00";"Novo Bolsa Família";
"AL";"09/2023";"355.730.453,00";"Novo Bolsa Família";
"RJ";"04/2020";"356.879.235,67";"BPC";
"RJ";"08/2020";"357.118.209,37";"BPC";
"RJ";"07/2020";"357.188.674,88";"BPC";
"AL";"08/2023";"357.302.618,00";"Novo Bolsa Família";
"RJ";"05/2020";"357.684.930,14";"BPC";
"RJ";"09/2020";"357.712.411,13";"BPC";
"RJ";"10/2020";"358.076.143,73";"BPC";
"RJ";"06/2020";"358.240.869,11";"BPC";
"RJ";"11/2020";"359.191.621,75";"BPC";
"RJ";"12/2020";"359.937.229,12";"BPC";
"CE";"07/2022";"360.709.556,67";"BPC";
"PA";"11/2023";"361.532.431,97";"BPC";
"RO";"05/2020";"363.897.000,00";"Auxílio Emergencial";
"PR";"05/2021";"365.353.461,00";"Auxílio Emergencial";
"PB";"05/2023";"367.069.372,88";"BPC";
"AL";"06/2023";"367.515.460,00";"Novo Bolsa Família";
"PR";"04/2023";"368.387.210,00";"Novo Bolsa Família";
"CE";"08/2022";"368.395.392,00";"BPC";
"RS";"04/2023";"369.208.807,00";"Novo Bolsa Família";
"SE";"09/2020";"369.245.650,00";"Auxílio Emergencial";
"RN";"10/2020";"372.872.059,00";"Auxílio Emergencial";
"CE";"09/2022";"372.943.695,15";"BPC";
"PR";"03/2023";"372.996.489,00";"Novo Bolsa Família";
"PR";"04/2021";"374.729.383,00";"Auxílio Emergencial";
"RS";"03/2023";"375.117.488,00";"Novo Bolsa Família";
"RS";"05/2023";"375.627.452,00";"Novo Bolsa Família";
"PR";"05/2023";"376.987.418,00";"Novo Bolsa Família";
"RO";"07/2020";"377.078.400,00";"Auxílio Emergencial";
"PR";"07/2023";"377.395.838,00";"Novo Bolsa Família";
"CE";"10/2022";"377.973.272,30";"BPC";
"PI";"04/2023";"378.202.028,00";"Novo Bolsa Família";
"RJ";"01/2021";"378.479.087,62";"BPC";
"RJ";"02/2021";"378.806.882,43";"BPC";
"RJ";"03/2021";"379.478.091,33";"BPC";
"PR";"11/2023";"379.868.936,00";"Novo Bolsa Família";
"MS";"11/2020";"379.901.725,00";"Auxílio Emergencial";
"RJ";"04/2021";"380.268.992,69";"BPC";
"RS";"07/2023";"380.362.831,00";"Novo Bolsa Família";
"PE";"02/2022";"380.700.450,89";"BPC";
"RS";"11/2023";"380.967.880,00";"Novo Bolsa Família";
"CE";"11/2022";"381.273.257,49";"BPC";
"PE";"01/2022";"381.360.914,40";"BPC";
"PE";"04/2022";"381.414.544,04";"BPC";
"DF";"11/2020";"381.470.243,00";"Auxílio Emergencial";
"PI";"05/2023";"381.585.952,00";"Novo Bolsa Família";
"PE";"05/2022";"381.966.204,64";"BPC";
"PE";"03/2022";"382.194.851,78";"BPC";
"RJ";"05/2021";"382.355.486,32";"BPC";
"PE";"06/2022";"382.371.404,51";"BPC";
"RJ";"06/2021";"382.547.985,77";"BPC";
"PR";"08/2023";"383.809.420,00";"Novo Bolsa Família";
"CE";"12/2022";"384.119.322,49";"BPC";
"RJ";"07/2021";"384.296.983,70";"BPC";
"RJ";"08/2021";"384.296.983,70";"BPC";
"PI";"11/2023";"384.308.164,00";"Novo Bolsa Família";
"RS";"08/2023";"385.465.140,00";"Novo Bolsa Família";
"PI";"03/2023";"385.551.625,00";"Novo Bolsa Família";
"MT";"10/2020";"388.147.006,00";"Auxílio Emergencial";
"PI";"07/2023";"388.980.085,00";"Novo Bolsa Família";
"RJ";"09/2021";"390.520.787,54";"BPC";
"RJ";"10/2021";"390.789.253,06";"BPC";
"RJ";"12/2021";"390.789.253,06";"BPC";
"PE";"07/2022";"390.936.499,43";"BPC";
"PI";"08/2023";"391.171.953,00";"Novo Bolsa Família";
"RJ";"11/2021";"391.522.232,19";"BPC";
"PR";"09/2023";"392.791.302,00";"Novo Bolsa Família";
"PR";"10/2023";"392.864.845,00";"Novo Bolsa Família";
"PI";"10/2023";"393.190.091,00";"Novo Bolsa Família";
"PA";"09/2021";"393.558.403,00";"Auxílio Emergencial";
"PI";"09/2023";"394.149.321,00";"Novo Bolsa Família";
"PR";"06/2023";"395.254.382,00";"Novo Bolsa Família";
"AM";"04/2023";"395.597.416,00";"Novo Bolsa Família";
"PE";"08/2022";"398.347.130,00";"BPC";
"AM";"05/2023";"398.531.574,00";"Novo Bolsa Família";
"RS";"06/2023";"399.562.359,00";"Novo Bolsa Família";
"MT";"06/2020";"399.765.000,00";"Auxílio Emergencial";
"BA";"12/2021";"401.903.252,00";"Auxílio Brasil";
"PE";"09/2022";"401.988.943,75";"BPC";
"PA";"08/2021";"402.583.398,00";"Auxílio Emergencial";
"RS";"09/2023";"402.625.111,00";"Novo Bolsa Família";
"RS";"10/2023";"403.234.267,00";"Novo Bolsa Família";
"AM";"03/2023";"403.949.010,00";"Novo Bolsa Família";
"BA";"11/2021";"405.798.689,00";"Auxílio Brasil";
"PE";"10/2022";"407.195.387,57";"BPC";
"AL";"12/2020";"407.318.059,00";"Auxílio Emergencial";
"PE";"11/2022";"408.666.889,45";"BPC";
"PA";"07/2021";"409.617.156,00";"Auxílio Emergencial";
"PE";"12/2022";"410.912.401,13";"BPC";
"PI";"06/2023";"414.275.096,00";"Novo Bolsa Família";
"SE";"06/2020";"414.754.800,00";"Auxílio Emergencial";
"CE";"01/2023";"415.459.909,06";"BPC";
"PA";"06/2021";"415.854.331,00";"Auxílio Emergencial";
"PI";"12/2020";"417.765.569,00";"Auxílio Emergencial";
"CE";"02/2023";"417.792.181,28";"BPC";
"AM";"08/2023";"418.062.059,00";"Novo Bolsa Família";
"PB";"10/2020";"418.521.523,00";"Auxílio Emergencial";
"AM";"07/2023";"418.709.884,00";"Novo Bolsa Família";
"CE";"03/2023";"420.396.785,47";"BPC";
"PB";"04/2023";"420.429.813,00";"Novo Bolsa Família";
"MS";"04/2020";"421.291.200,00";"Auxílio Emergencial";
"MA";"07/2022";"421.910.852,00";"Auxílio Brasil";
"PB";"05/2023";"422.136.463,00";"Novo Bolsa Família";
