"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"RJ";"10/2013";"2.194.008,00";"Seguro Defeso";
"PE";"12/2015";"2.195.980,77";"Seguro Defeso";
"RS";"11/2015";"2.209.550,31";"Seguro Defeso";
"RJ";"10/2014";"2.229.810,70";"Seguro Defeso";
"CE";"03/2015";"2.233.461,46";"Seguro Defeso";
"AM";"07/2015";"2.241.198,95";"Seguro Defeso";
"ES";"04/2013";"2.246.488,75";"Seguro Defeso";
"SP";"07/2014";"2.247.662,40";"Seguro Defeso";
"PB";"12/2014";"2.276.174,86";"Seguro Defeso";
"MA";"06/2013";"2.279.172,88";"Seguro Defeso";
"SE";"12/2014";"2.279.500,00";"Garantia-Safra";
"RS";"08/2013";"2.318.816,20";"Seguro Defeso";
"RN";"04/2014";"2.320.578,59";"Seguro Defeso";
"AL";"04/2014";"2.326.755,00";"Garantia-Safra";
"ES";"02/2014";"2.338.488,96";"Seguro Defeso";
"RN";"11/2014";"2.362.910,00";"Garantia-Safra";
"MS";"02/2014";"2.377.910,83";"Seguro Defeso";
"BA";"06/2014";"2.416.115,00";"Garantia-Safra";
"AL";"06/2013";"2.416.462,22";"Seguro Defeso";
"RN";"04/2013";"2.421.552,43";"Seguro Defeso";
"RS";"08/2015";"2.454.831,51";"Seguro Defeso";
"PE";"02/2015";"2.466.375,36";"Seguro Defeso";
"AC";"03/2015";"2.472.626,89";"Seguro Defeso";
"RJ";"02/2015";"2.477.396,58";"Seguro Defeso";
"BA";"04/2014";"2.512.416,82";"Seguro Defeso";
"PI";"05/2014";"2.521.310,00";"Garantia-Safra";
"ES";"02/2013";"2.523.862,00";"Seguro Defeso";
"RS";"09/2015";"2.530.268,00";"Seguro Defeso";
"MS";"02/2013";"2.537.450,20";"Seguro Defeso";
"RR";"04/2015";"2.586.901,18";"Seguro Defeso";
"TO";"01/2013";"2.595.787,52";"Seguro Defeso";
"MA";"09/2014";"2.602.610,06";"Seguro Defeso";
"RR";"07/2013";"2.609.365,27";"Seguro Defeso";
"MG";"06/2013";"2.610.620,00";"Garantia-Safra";
"RO";"07/2014";"2.611.658,97";"Seguro Defeso";
"RN";"12/2014";"2.614.940,00";"Garantia-Safra";
"AM";"06/2014";"2.619.654,69";"Seguro Defeso";
"PR";"12/2014";"2.624.333,58";"Seguro Defeso";
"ES";"10/2014";"2.627.007,12";"Seguro Defeso";
"SE";"01/2015";"2.639.220,00";"Garantia-Safra";
"MG";"05/2013";"2.642.780,00";"Garantia-Safra";
"SE";"02/2015";"2.643.840,00";"Garantia-Safra";
"RS";"09/2013";"2.654.166,31";"Seguro Defeso";
"PR";"03/2013";"2.663.630,45";"Seguro Defeso";
"SE";"04/2015";"2.675.120,00";"Garantia-Safra";
"PR";"02/2014";"2.683.381,95";"Seguro Defeso";
"AP";"06/2015";"2.698.099,78";"Seguro Defeso";
"RS";"12/2015";"2.705.950,36";"Seguro Defeso";
"PR";"02/2013";"2.718.429,07";"Seguro Defeso";
"MS";"01/2014";"2.730.848,00";"Seguro Defeso";
"MA";"01/2014";"2.734.305,00";"Garantia-Safra";
"PI";"04/2014";"2.735.087,49";"Seguro Defeso";
"AL";"02/2013";"2.774.115,00";"Garantia-Safra";
"PA";"10/2014";"2.775.538,37";"Seguro Defeso";
"RS";"07/2013";"2.779.060,77";"Seguro Defeso";
"RN";"01/2015";"2.781.370,00";"Garantia-Safra";
"ES";"02/2015";"2.798.589,45";"Seguro Defeso";
"AC";"12/2013";"2.800.444,00";"Seguro Defeso";
"RN";"10/2013";"2.801.960,00";"Garantia-Safra";
"MS";"01/2013";"2.807.642,64";"Seguro Defeso";
"AL";"06/2014";"2.813.505,00";"Garantia-Safra";
"AL";"05/2014";"2.832.315,00";"Garantia-Safra";
"AL";"06/2013";"2.841.660,00";"Garantia-Safra";
"PE";"01/2014";"2.855.330,00";"Seguro Defeso";
"MS";"03/2013";"2.855.876,19";"Seguro Defeso";
"PE";"03/2013";"2.862.383,00";"Seguro Defeso";
"AL";"04/2013";"2.874.340,00";"Garantia-Safra";
"TO";"12/2013";"2.874.805,56";"Seguro Defeso";
"AL";"08/2013";"2.882.040,00";"Garantia-Safra";
"AL";"10/2013";"2.882.040,00";"Garantia-Safra";
"AL";"05/2013";"2.882.040,00";"Garantia-Safra";
"AL";"07/2013";"2.882.040,00";"Garantia-Safra";
"AL";"09/2013";"2.882.445,00";"Garantia-Safra";
"AC";"12/2014";"2.892.246,09";"Seguro Defeso";
"PE";"12/2014";"2.896.000,00";"Seguro Defeso";
"MS";"12/2013";"2.908.698,40";"Seguro Defeso";
"TO";"02/2015";"2.954.327,50";"Seguro Defeso";
"MS";"12/2015";"2.957.364,00";"Seguro Defeso";
"RN";"03/2015";"2.968.615,00";"Garantia-Safra";
"AL";"06/2015";"2.974.660,00";"Garantia-Safra";
"AL";"03/2013";"2.986.710,00";"Garantia-Safra";
"RJ";"11/2015";"2.990.726,53";"Seguro Defeso";
"PB";"06/2015";"3.001.350,00";"Garantia-Safra";
"RN";"09/2013";"3.016.300,00";"Garantia-Safra";
"CE";"06/2013";"3.029.982,00";"Seguro Defeso";
"MG";"08/2013";"3.036.510,00";"Garantia-Safra";
"PE";"01/2013";"3.047.234,38";"Seguro Defeso";
"PR";"03/2014";"3.073.546,56";"Seguro Defeso";
"AP";"10/2013";"3.083.823,16";"Seguro Defeso";
"MA";"10/2014";"3.084.422,93";"Seguro Defeso";
"BA";"01/2015";"3.104.180,00";"Garantia-Safra";
"RS";"02/2015";"3.112.794,79";"Seguro Defeso";
"SE";"03/2013";"3.121.175,00";"Garantia-Safra";
"PB";"05/2014";"3.128.520,00";"Garantia-Safra";
"SC";"08/2015";"3.147.361,32";"Seguro Defeso";
"SC";"12/2014";"3.150.676,06";"Seguro Defeso";
"MG";"07/2013";"3.221.260,00";"Garantia-Safra";
"SC";"09/2013";"3.222.784,16";"Seguro Defeso";
"SC";"10/2015";"3.234.066,50";"Seguro Defeso";
"MG";"09/2015";"3.243.940,00";"Garantia-Safra";
"PA";"11/2014";"3.245.078,88";"Seguro Defeso";
"MG";"04/2014";"3.246.585,00";"Garantia-Safra";
"PE";"05/2014";"3.250.730,00";"Garantia-Safra";
"AL";"02/2013";"3.266.034,13";"Seguro Defeso";
"RS";"07/2014";"3.280.925,39";"Seguro Defeso";
"RJ";"03/2013";"3.317.296,07";"Seguro Defeso";
"PI";"04/2015";"3.343.492,40";"Seguro Defeso";
"CE";"03/2015";"3.354.700,00";"Garantia-Safra";
"SC";"11/2013";"3.357.440,86";"Seguro Defeso";
"MA";"12/2013";"3.378.776,85";"Seguro Defeso";
"AP";"12/2014";"3.382.218,66";"Seguro Defeso";
"PR";"02/2015";"3.388.027,74";"Seguro Defeso";
"PB";"04/2014";"3.390.608,75";"Seguro Defeso";
"AM";"07/2014";"3.403.250,71";"Seguro Defeso";
"PR";"03/2015";"3.423.008,00";"Seguro Defeso";
"PR";"01/2014";"3.425.277,86";"Seguro Defeso";
"RO";"01/2014";"3.444.791,33";"Seguro Defeso";
"AL";"04/2015";"3.452.700,00";"Garantia-Safra";
"RS";"07/2015";"3.469.131,59";"Seguro Defeso";
"AL";"02/2015";"3.488.230,00";"Garantia-Safra";
"RR";"04/2013";"3.491.095,76";"Seguro Defeso";
"AL";"05/2015";"3.521.880,00";"Garantia-Safra";
"MS";"03/2014";"3.574.101,75";"Seguro Defeso";
"SC";"10/2014";"3.575.723,81";"Seguro Defeso";
"SC";"11/2014";"3.642.546,02";"Seguro Defeso";
"RO";"03/2014";"3.672.869,82";"Seguro Defeso";
"RR";"05/2013";"3.678.126,56";"Seguro Defeso";
"RO";"02/2013";"3.690.869,49";"Seguro Defeso";
"SC";"02/2013";"3.700.596,20";"Seguro Defeso";
"RR";"05/2014";"3.722.599,59";"Seguro Defeso";
"SP";"02/2013";"3.741.296,89";"Seguro Defeso";
"MG";"11/2013";"3.741.350,00";"Garantia-Safra";
"ES";"12/2015";"3.812.453,80";"Seguro Defeso";
"RR";"04/2014";"3.832.524,37";"Seguro Defeso";
"MG";"02/2014";"3.832.995,00";"Garantia-Safra";
"PE";"03/2014";"3.843.140,49";"Seguro Defeso";
"RO";"01/2015";"3.851.033,14";"Seguro Defeso";
"SC";"09/2015";"3.873.565,51";"Seguro Defeso";
"AP";"12/2013";"3.883.352,83";"Seguro Defeso";
"TO";"01/2014";"3.905.954,00";"Seguro Defeso";
"PR";"01/2013";"3.914.875,71";"Seguro Defeso";
"RS";"12/2013";"3.919.722,00";"Seguro Defeso";
"SP";"12/2015";"3.925.102,10";"Seguro Defeso";
"RO";"01/2013";"3.928.791,46";"Seguro Defeso";
"SC";"11/2015";"3.947.067,41";"Seguro Defeso";
"TO";"03/2014";"3.971.226,00";"Seguro Defeso";
"SC";"09/2014";"4.000.055,92";"Seguro Defeso";
"RS";"09/2014";"4.021.940,18";"Seguro Defeso";
"MT";"02/2014";"4.036.443,00";"Seguro Defeso";
"RJ";"12/2015";"4.067.507,60";"Seguro Defeso";
"AC";"02/2013";"4.076.196,39";"Seguro Defeso";
"MT";"03/2013";"4.084.249,00";"Seguro Defeso";
"MG";"12/2015";"4.097.454,26";"Seguro Defeso";
"RO";"03/2013";"4.099.970,71";"Seguro Defeso";
"MG";"03/2014";"4.104.060,00";"Garantia-Safra";
"PE";"01/2015";"4.111.871,82";"Seguro Defeso";
"ES";"11/2015";"4.132.672,97";"Seguro Defeso";
"PE";"04/2015";"4.152.930,00";"Garantia-Safra";
"MT";"02/2013";"4.156.421,87";"Seguro Defeso";
"RJ";"01/2014";"4.163.101,00";"Seguro Defeso";
"CE";"12/2015";"4.167.070,96";"Seguro Defeso";
"SE";"12/2013";"4.171.281,45";"Seguro Defeso";
"AP";"03/2015";"4.183.663,98";"Seguro Defeso";
"SE";"07/2015";"4.195.697,39";"Seguro Defeso";
"PB";"01/2013";"4.225.389,29";"Seguro Defeso";
"MS";"12/2014";"4.234.213,32";"Seguro Defeso";
"MA";"11/2014";"4.253.516,78";"Seguro Defeso";
"PR";"01/2015";"4.267.739,58";"Seguro Defeso";
"MG";"04/2013";"4.296.060,00";"Garantia-Safra";
"RN";"02/2013";"4.307.713,27";"Seguro Defeso";
"RR";"06/2014";"4.325.267,29";"Seguro Defeso";
"AC";"03/2013";"4.336.281,92";"Seguro Defeso";
"MT";"01/2014";"4.341.199,88";"Seguro Defeso";
"AC";"01/2014";"4.366.830,67";"Seguro Defeso";
"RS";"01/2014";"4.379.521,29";"Seguro Defeso";
"RJ";"03/2014";"4.431.914,00";"Seguro Defeso";
"CE";"04/2015";"4.435.130,00";"Garantia-Safra";
"CE";"05/2015";"4.442.330,00";"Garantia-Safra";
"RN";"11/2015";"4.463.520,00";"Garantia-Safra";
"MS";"02/2015";"4.498.028,00";"Seguro Defeso";
"MT";"12/2013";"4.500.295,84";"Seguro Defeso";
"SE";"06/2013";"4.540.791,72";"Seguro Defeso";
"SC";"02/2014";"4.580.881,46";"Seguro Defeso";
"PE";"03/2015";"4.586.948,00";"Seguro Defeso";
"SP";"02/2014";"4.613.376,15";"Seguro Defeso";
"MT";"01/2013";"4.651.529,42";"Seguro Defeso";
"RN";"12/2015";"4.663.390,00";"Garantia-Safra";
"RN";"04/2015";"4.679.590,00";"Garantia-Safra";
"RN";"08/2013";"4.736.760,00";"Garantia-Safra";
"MS";"01/2015";"4.818.082,28";"Seguro Defeso";
"AL";"02/2014";"4.877.068,57";"Seguro Defeso";
"TO";"03/2015";"4.886.324,00";"Seguro Defeso";
"MG";"02/2013";"4.927.912,99";"Seguro Defeso";
"RN";"06/2015";"4.930.205,00";"Garantia-Safra";
"TO";"12/2014";"4.936.494,64";"Seguro Defeso";
"MS";"03/2015";"4.945.318,00";"Seguro Defeso";
"AC";"01/2013";"4.947.366,66";"Seguro Defeso";
"RN";"06/2013";"5.004.300,00";"Garantia-Safra";
"RN";"01/2013";"5.043.685,00";"Garantia-Safra";
"RJ";"12/2013";"5.091.102,00";"Seguro Defeso";
"RN";"04/2013";"5.104.820,00";"Garantia-Safra";
"RN";"05/2015";"5.118.515,00";"Garantia-Safra";
"RN";"07/2013";"5.129.460,00";"Garantia-Safra";
"RN";"05/2013";"5.130.440,00";"Garantia-Safra";
"AL";"05/2014";"5.186.134,35";"Seguro Defeso";
"RJ";"03/2015";"5.189.070,06";"Seguro Defeso";
"MG";"08/2014";"5.226.630,00";"Garantia-Safra";
"AL";"05/2013";"5.240.747,20";"Seguro Defeso";
"PB";"02/2013";"5.265.970,00";"Garantia-Safra";
"MT";"03/2014";"5.314.919,18";"Seguro Defeso";
"MT";"12/2014";"5.327.056,25";"Seguro Defeso";
"TO";"01/2015";"5.351.654,59";"Seguro Defeso";
"ES";"03/2014";"5.378.080,00";"Seguro Defeso";
"SP";"12/2013";"5.459.179,25";"Seguro Defeso";
"PB";"09/2014";"5.509.890,00";"Garantia-Safra";
"RJ";"01/2013";"5.555.844,60";"Seguro Defeso";
"AL";"12/2013";"5.590.794,00";"Seguro Defeso";
"PI";"02/2015";"5.595.075,00";"Garantia-Safra";
"RN";"02/2014";"5.610.780,00";"Garantia-Safra";
"CE";"05/2015";"5.634.586,87";"Seguro Defeso";
"AC";"03/2014";"5.647.321,99";"Seguro Defeso";
"RO";"02/2014";"5.660.501,11";"Seguro Defeso";
"CE";"03/2014";"5.690.381,00";"Seguro Defeso";
"MG";"10/2015";"5.708.940,00";"Garantia-Safra";
"RS";"12/2014";"5.726.277,47";"Seguro Defeso";
"CE";"06/2014";"5.784.184,55";"Seguro Defeso";
"AC";"04/2014";"5.786.393,49";"Seguro Defeso";
"SE";"03/2013";"5.851.591,98";"Seguro Defeso";
"RJ";"01/2015";"5.871.435,82";"Seguro Defeso";
"RS";"01/2015";"5.883.927,75";"Seguro Defeso";
"ES";"03/2015";"5.941.241,67";"Seguro Defeso";
"AL";"06/2014";"5.990.426,13";"Seguro Defeso";
"SE";"12/2015";"6.005.224,76";"Seguro Defeso";
"RN";"02/2014";"6.077.081,83";"Seguro Defeso";
"RS";"01/2013";"6.137.168,03";"Seguro Defeso";
"PA";"11/2015";"6.138.885,50";"Seguro Defeso";
"ES";"01/2014";"6.168.307,29";"Seguro Defeso";
"SP";"02/2015";"6.226.026,70";"Seguro Defeso";
"MT";"02/2015";"6.342.729,65";"Seguro Defeso";
"ES";"03/2013";"6.345.014,74";"Seguro Defeso";
"PB";"01/2014";"6.352.828,48";"Seguro Defeso";
"BA";"08/2013";"6.376.217,08";"Seguro Defeso";
"MG";"02/2014";"6.384.148,11";"Seguro Defeso";
"SC";"02/2015";"6.391.003,28";"Seguro Defeso";
"AC";"02/2014";"6.417.700,53";"Seguro Defeso";
"MG";"09/2014";"6.492.280,00";"Garantia-Safra";
"CE";"03/2013";"6.499.177,06";"Seguro Defeso";
"SC";"01/2014";"6.517.820,32";"Seguro Defeso";
"MT";"03/2015";"6.536.012,00";"Seguro Defeso";
"RN";"02/2015";"6.555.990,00";"Garantia-Safra";
"ES";"12/2013";"6.558.268,71";"Seguro Defeso";
"BA";"01/2014";"6.606.600,00";"Garantia-Safra";
"SC";"01/2013";"6.659.684,00";"Seguro Defeso";
"PA";"11/2013";"6.701.690,25";"Seguro Defeso";
"MT";"01/2015";"6.790.502,63";"Seguro Defeso";
"RN";"07/2015";"6.807.820,00";"Garantia-Safra";
"MG";"12/2015";"6.872.010,00";"Garantia-Safra";
"MG";"11/2015";"6.877.520,00";"Garantia-Safra";
"MG";"12/2014";"6.907.950,00";"Garantia-Safra";
"MG";"10/2014";"6.908.120,00";"Garantia-Safra";
"MG";"11/2014";"6.908.290,00";"Garantia-Safra";
"SC";"01/2015";"6.928.556,46";"Seguro Defeso";
"BA";"05/2014";"6.950.605,00";"Garantia-Safra";
"RO";"02/2015";"6.973.075,65";"Seguro Defeso";
"RN";"04/2014";"7.115.040,00";"Garantia-Safra";
"ES";"01/2015";"7.116.743,45";"Seguro Defeso";
"SC";"04/2015";"7.297.475,14";"Seguro Defeso";
"MA";"07/2015";"7.327.851,60";"Seguro Defeso";
"MA";"06/2014";"7.353.609,70";"Seguro Defeso";
"PA";"08/2013";"7.355.667,66";"Seguro Defeso";
"BA";"08/2015";"7.374.312,03";"Seguro Defeso";
"AM";"06/2015";"7.392.758,59";"Seguro Defeso";
"RR";"06/2015";"7.418.679,56";"Seguro Defeso";
"SE";"05/2014";"7.442.564,27";"Seguro Defeso";
"MG";"10/2013";"7.513.185,00";"Garantia-Safra";
"AL";"12/2015";"7.532.018,90";"Seguro Defeso";
"RR";"02/2013";"7.542.285,00";"Bolsa Família";
"BA";"08/2014";"7.546.940,24";"Seguro Defeso";
"SP";"03/2013";"7.555.603,71";"Seguro Defeso";
"RJ";"12/2014";"7.572.689,55";"Seguro Defeso";
"RR";"01/2013";"7.584.477,00";"Bolsa Família";
"RN";"05/2014";"7.623.040,00";"Garantia-Safra";
"RN";"03/2014";"7.642.340,00";"Garantia-Safra";
"RR";"04/2013";"7.704.739,00";"Bolsa Família";
"PE";"08/2014";"7.717.600,00";"Garantia-Safra";
"RN";"06/2014";"7.722.685,00";"Garantia-Safra";
"RR";"06/2013";"7.738.909,00";"Bolsa Família";
"SE";"05/2015";"7.758.128,74";"Seguro Defeso";
"RR";"09/2013";"7.766.519,00";"Bolsa Família";
"RR";"05/2014";"7.769.864,00";"Bolsa Família";
"RR";"05/2013";"7.771.087,00";"Bolsa Família";
"RR";"03/2014";"7.777.998,00";"Bolsa Família";
"RR";"08/2013";"7.781.807,00";"Bolsa Família";
"RR";"03/2013";"7.787.245,00";"Bolsa Família";
"RR";"10/2013";"7.791.093,00";"Bolsa Família";
"RR";"11/2013";"7.795.058,00";"Bolsa Família";
"SE";"02/2013";"7.809.067,96";"Seguro Defeso";
"RR";"07/2013";"7.814.899,00";"Bolsa Família";
"RR";"04/2014";"7.818.950,00";"Bolsa Família";
"RR";"01/2014";"7.830.198,00";"Bolsa Família";
"RR";"02/2014";"7.832.488,00";"Bolsa Família";
"SP";"01/2014";"7.847.309,54";"Seguro Defeso";
"AL";"03/2013";"7.847.484,70";"Seguro Defeso";
"RR";"12/2013";"7.893.666,00";"Bolsa Família";
"SE";"03/2014";"8.013.655,60";"Seguro Defeso";
"AL";"03/2014";"8.043.361,32";"Seguro Defeso";
"AM";"04/2013";"8.043.589,32";"Seguro Defeso";
"RN";"03/2013";"8.074.220,00";"Garantia-Safra";
"AL";"12/2014";"8.109.021,99";"Seguro Defeso";
"MG";"02/2015";"8.339.235,16";"Seguro Defeso";
"AM";"04/2015";"8.362.805,31";"Seguro Defeso";
"MA";"05/2013";"8.373.323,19";"Seguro Defeso";
"PA";"09/2014";"8.388.557,38";"Seguro Defeso";
"AM";"08/2014";"8.435.448,10";"Seguro Defeso";
"AM";"05/2014";"8.470.826,80";"Seguro Defeso";
"AL";"06/2015";"8.482.804,82";"Seguro Defeso";
"PA";"12/2015";"8.491.984,32";"Seguro Defeso";
"AP";"01/2013";"8.516.833,60";"Seguro Defeso";
"SP";"12/2014";"8.523.559,35";"Seguro Defeso";
"RR";"11/2015";"8.537.602,00";"Bolsa Família";
"RR";"10/2015";"8.548.042,00";"Bolsa Família";
"SP";"03/2014";"8.567.696,49";"Seguro Defeso";
"SE";"06/2015";"8.621.413,98";"Seguro Defeso";
"RR";"09/2015";"8.624.158,00";"Bolsa Família";
"SC";"03/2015";"8.640.236,40";"Seguro Defeso";
"RR";"12/2015";"8.663.182,00";"Bolsa Família";
"PI";"03/2015";"8.678.333,82";"Seguro Defeso";
"CE";"05/2014";"8.747.450,00";"Garantia-Safra";
"PB";"02/2013";"8.771.744,15";"Seguro Defeso";
"SC";"03/2013";"8.785.993,00";"Seguro Defeso";
"SC";"04/2014";"8.803.560,65";"Seguro Defeso";
"RR";"04/2015";"8.812.899,00";"Bolsa Família";
"RR";"06/2014";"8.863.873,00";"Bolsa Família";
"RR";"06/2015";"8.880.465,00";"Bolsa Família";
"SE";"02/2014";"8.885.453,21";"Seguro Defeso";
"AC";"01/2015";"8.901.629,27";"Seguro Defeso";
"RR";"08/2015";"8.926.234,00";"Bolsa Família";
"RR";"07/2015";"8.930.846,00";"Bolsa Família";
"CE";"08/2014";"8.934.215,00";"Garantia-Safra";
"RR";"05/2015";"9.055.989,00";"Bolsa Família";
"PI";"12/2013";"9.070.257,68";"Seguro Defeso";
"RR";"01/2015";"9.079.060,00";"Bolsa Família";
"RR";"08/2014";"9.090.654,00";"Bolsa Família";
"ES";"01/2013";"9.122.967,22";"Seguro Defeso";
"RR";"12/2014";"9.144.478,00";"Bolsa Família";
"SC";"04/2013";"9.172.055,79";"Seguro Defeso";
"RR";"10/2014";"9.175.645,00";"Bolsa Família";
"RR";"11/2014";"9.181.770,00";"Bolsa Família";
"RN";"02/2015";"9.195.356,63";"Seguro Defeso";
"SE";"12/2014";"9.196.579,68";"Seguro Defeso";
"RR";"09/2014";"9.203.454,00";"Bolsa Família";
"RR";"03/2015";"9.204.801,00";"Bolsa Família";
"RR";"02/2015";"9.208.082,00";"Bolsa Família";
"RR";"07/2014";"9.213.129,00";"Bolsa Família";
"AP";"02/2013";"9.236.360,00";"Bolsa Família";
"AP";"01/2013";"9.260.062,00";"Bolsa Família";
"BA";"07/2013";"9.261.993,62";"Seguro Defeso";
"AP";"02/2013";"9.283.594,87";"Seguro Defeso";
"PB";"12/2015";"9.350.780,00";"Garantia-Safra";
"CE";"08/2015";"9.350.850,00";"Garantia-Safra";
"CE";"04/2015";"9.382.195,72";"Seguro Defeso";
"ES";"12/2014";"9.394.404,56";"Seguro Defeso";
"PE";"02/2015";"9.472.325,00";"Garantia-Safra";
"PB";"01/2013";"9.478.415,00";"Garantia-Safra";
"AP";"09/2013";"9.494.190,00";"Bolsa Família";
"SE";"03/2015";"9.494.552,83";"Seguro Defeso";
"AP";"03/2014";"9.496.806,00";"Bolsa Família";
"AP";"05/2014";"9.503.218,00";"Bolsa Família";
"AP";"06/2013";"9.503.660,00";"Bolsa Família";
"AP";"10/2013";"9.510.444,00";"Bolsa Família";
"SP";"01/2013";"9.539.166,04";"Seguro Defeso";
"AP";"01/2014";"9.542.564,00";"Bolsa Família";
"AP";"04/2014";"9.554.766,00";"Bolsa Família";
"AP";"08/2013";"9.556.278,00";"Bolsa Família";
"AP";"05/2013";"9.568.490,00";"Bolsa Família";
"AP";"04/2013";"9.569.502,00";"Bolsa Família";
"AP";"02/2014";"9.583.498,00";"Bolsa Família";
"AP";"11/2013";"9.596.558,00";"Bolsa Família";
"AP";"07/2013";"9.611.244,00";"Bolsa Família";
"AP";"03/2013";"9.634.304,00";"Bolsa Família";
"AP";"01/2015";"9.635.893,26";"Seguro Defeso";
"PI";"12/2014";"9.646.120,28";"Seguro Defeso";
"PI";"08/2013";"9.671.645,00";"Garantia-Safra";
"AP";"12/2013";"9.710.908,00";"Bolsa Família";
"PI";"10/2015";"9.740.525,00";"Garantia-Safra";
"CE";"04/2014";"9.774.331,51";"Seguro Defeso";
"AL";"02/2015";"9.932.246,03";"Seguro Defeso";
"SP";"03/2015";"10.018.013,80";"Seguro Defeso";
"PB";"02/2015";"10.044.145,00";"Garantia-Safra";
"RN";"01/2014";"10.064.496,47";"Seguro Defeso";
"AL";"03/2015";"10.129.375,85";"Seguro Defeso";
"PA";"08/2015";"10.302.198,00";"Seguro Defeso";
"PE";"10/2015";"10.384.450,00";"Garantia-Safra";
"AP";"01/2014";"10.447.412,76";"Seguro Defeso";
"AC";"02/2015";"10.511.712,85";"Seguro Defeso";
"MA";"08/2014";"10.562.242,02";"Seguro Defeso";
"PB";"10/2013";"10.568.305,00";"Garantia-Safra";
"DF";"04/2013";"10.762.080,00";"Bolsa Família";
"PI";"09/2014";"10.812.645,00";"Garantia-Safra";
"AP";"06/2014";"10.855.361,00";"Bolsa Família";
"PE";"08/2013";"10.864.700,00";"Garantia-Safra";
"PB";"12/2013";"10.899.495,00";"Garantia-Safra";
"PB";"01/2015";"10.945.059,88";"Seguro Defeso";
"PA";"09/2013";"10.957.545,49";"Seguro Defeso";
"RN";"03/2013";"10.982.904,38";"Seguro Defeso";
"AP";"06/2015";"11.004.522,00";"Bolsa Família";
"DF";"02/2013";"11.034.212,00";"Bolsa Família";
"AP";"04/2015";"11.040.264,00";"Bolsa Família";
"AP";"01/2015";"11.052.156,00";"Bolsa Família";
"AP";"02/2015";"11.066.678,00";"Bolsa Família";
"AP";"05/2015";"11.071.241,00";"Bolsa Família";
"SE";"06/2014";"11.072.282,62";"Seguro Defeso";
"PE";"09/2013";"11.077.605,00";"Garantia-Safra";
"AP";"03/2015";"11.085.773,00";"Bolsa Família";
"AP";"03/2013";"11.119.817,34";"Seguro Defeso";
"PB";"10/2014";"11.138.880,00";"Garantia-Safra";
"AP";"08/2015";"11.147.413,00";"Bolsa Família";
"RN";"01/2013";"11.151.346,00";"Seguro Defeso";
"AP";"12/2014";"11.158.658,00";"Bolsa Família";
"PA";"08/2014";"11.161.722,63";"Seguro Defeso";
"PB";"02/2014";"11.175.327,66";"Seguro Defeso";
"AP";"08/2014";"11.189.090,00";"Bolsa Família";
"AP";"10/2014";"11.218.086,00";"Bolsa Família";
"AP";"11/2014";"11.222.182,00";"Bolsa Família";
"AP";"07/2015";"11.222.546,00";"Bolsa Família";
"DF";"11/2013";"11.244.368,00";"Bolsa Família";
"AP";"09/2014";"11.256.167,00";"Bolsa Família";
"AP";"07/2014";"11.260.352,00";"Bolsa Família";
"DF";"08/2013";"11.270.496,00";"Bolsa Família";
"BA";"04/2015";"11.270.665,00";"Garantia-Safra";
"DF";"09/2013";"11.306.394,00";"Bolsa Família";
"DF";"10/2013";"11.311.804,00";"Bolsa Família";
"PB";"09/2013";"11.348.495,00";"Garantia-Safra";
"AP";"09/2015";"11.374.983,00";"Bolsa Família";
"PI";"01/2013";"11.390.250,00";"Garantia-Safra";
"PI";"02/2013";"11.396.130,00";"Garantia-Safra";
"SC";"03/2014";"11.403.699,43";"Seguro Defeso";
"AP";"11/2015";"11.423.815,00";"Bolsa Família";
"BA";"05/2015";"11.432.610,00";"Garantia-Safra";
"DF";"03/2013";"11.435.012,00";"Bolsa Família";
"DF";"01/2013";"11.450.358,00";"Bolsa Família";
"SE";"05/2013";"11.540.820,80";"Seguro Defeso";
"AP";"12/2015";"11.547.622,00";"Bolsa Família";
"CE";"05/2013";"11.559.419,12";"Seguro Defeso";
"DF";"05/2014";"11.564.812,00";"Bolsa Família";
"AP";"10/2015";"11.566.356,00";"Bolsa Família";
"DF";"04/2015";"11.579.572,00";"Bolsa Família";
"DF";"05/2015";"11.586.349,00";"Bolsa Família";
"DF";"03/2014";"11.589.964,00";"Bolsa Família";
"DF";"06/2015";"11.614.933,00";"Bolsa Família";
"BA";"03/2013";"11.621.510,00";"Garantia-Safra";
"DF";"06/2013";"11.652.876,00";"Bolsa Família";
"CE";"06/2015";"11.692.925,55";"Seguro Defeso";
"SP";"01/2015";"11.698.033,21";"Seguro Defeso";
"DF";"04/2014";"11.712.416,00";"Bolsa Família";
"PB";"08/2013";"11.743.330,00";"Garantia-Safra";
"DF";"05/2013";"11.761.262,00";"Bolsa Família";
"PI";"09/2013";"11.763.410,00";"Garantia-Safra";
"DF";"01/2014";"11.764.168,00";"Bolsa Família";
"DF";"07/2013";"11.775.404,00";"Bolsa Família";
"PB";"11/2013";"11.776.300,00";"Garantia-Safra";
"DF";"02/2014";"11.776.912,00";"Bolsa Família";
"PB";"06/2013";"11.821.900,00";"Garantia-Safra";
"PB";"01/2014";"11.871.040,00";"Garantia-Safra";
"DF";"12/2013";"11.877.882,00";"Bolsa Família";
"PB";"03/2014";"11.904.140,00";"Garantia-Safra";
"MG";"12/2013";"11.962.875,54";"Seguro Defeso";
"PB";"04/2013";"11.970.780,00";"Garantia-Safra";
